Date;CGW_US;GEAE;GEGB;GESW;GRNSOLAR;GRNWIND;ICLN;MXEA;SPGTAQNT;VIX;Policy_un;BTC
15.03.2016;27.1242;47.5;285.08;183.45;827.7;1548.08;9.0101;1671.49;4473.11;16.84;104.1908112;47.35
14.03.2016;27.25;47.46;285.41;183.31;827.72;1545.89;9.16;1668.76;4410.23;16.92;104.1908112;47.02
11.03.2016;27.32;47.44;284.96;183.17;817.63;1530.24;9.1;1669.84;4405.0;16.5;104.1908112;46.75
10.03.2016;26.8783;47.2;284.92;182.57;817.43;1523.99;8.925;1661.57;4362.18;18.05;104.1908112;46.78
09.03.2016;26.9;46.72;285.09;181.85;812.29;1497.06;8.93;1642.3;4403.88;18.34;104.1908112;46.4
08.03.2016;26.93;46.2;279.06;179.46;795.91;1479.59;8.79;1628.84;4431.56;18.67;104.1908112;46.56
07.03.2016;27.23;46.31;279.53;179.21;782.98;1487.42;9.03;1634.29;4451.18;17.35;104.1908112;47.35
04.03.2016;27.08;45.84;274.93;178.59;719.95;1476.93;8.95;1619.49;4428.97;16.86;104.1908112;46.69
03.03.2016;27.06;46.5;275.02;179.39;727.13;1489.7;8.86;1643.41;4466.08;16.7;104.1908112;46.92
02.03.2016;26.9;46.84;273.69;180.01;722.28;1501.91;8.72;1644.07;4453.93;17.09;104.1908112;46.78
01.03.2016;26.71;46.8;271.03;182.22;723.66;1508.61;8.63;1637.84;4458.82;17.7;104.1908112;46.09
29.02.2016;26.22;46.78;268.06;180.81;716.29;1497.34;8.41;1631.71;4432.06;20.55;114.6245575;45.53
26.02.2016;26.28;47.08;270.51;182.81;720.34;1519.63;8.4;1645.55;4434.93;19.81;114.6245575;46.95
25.02.2016;26.6;47.53;270.27;182.11;735.58;1528.37;8.391;1654.77;4410.28;19.11;114.6245575;46.75
24.02.2016;26.41;47.6;272.44;181.59;729.56;1519.87;8.37;1654.61;4435.21;20.72;114.6245575;46.58
23.02.2016;26.53;47.38;271.24;179.43;734.94;1507.8;8.23;1638.21;4469.91;20.98;114.6245575;46.43
22.02.2016;26.86;47.45;270.05;180.3;736.97;1485.38;8.32;1639.22;4513.34;19.38;114.6245575;46.98
19.02.2016;26.54;47.4;269.06;178.4;735.57;1488.12;8.21;1641.61;4491.71;20.53;114.6245575;46.7
18.02.2016;26.55;48.37;269.4;179.4;744.38;1488.56;8.29;1647.99;4481.41;21.64;114.6245575;46.17
17.02.2016;26.43;48.96;270.91;180.0;755.96;1494.71;8.29;1668.64;4466.25;22.31;114.6245575;46.16
16.02.2016;26.1;49.86;273.16;181.27;774.47;1530.69;8.05;1686.62;4449.92;24.11;114.6245575;46.22
12.02.2016;25.71;49.96;273.26;179.39;783.93;1546.66;7.76;1693.18;4409.25;25.4;114.6245575;46.15
11.02.2016;25.4;49.5;274.16;179.74;798.12;1484.43;7.77;1698.26;4409.64;28.14;114.6245575;47.12
10.02.2016;25.71;49.77;277.4;180.73;815.91;1474.11;7.9325;1698.01;4400.74;26.29;114.6245575;48.03
09.02.2016;25.78;49.19;277.7;179.54;810.78;1466.65;8.0401;1701.75;4446.13;26.54;114.6245575;48.41
08.02.2016;25.74;48.74;274.3;177.04;797.73;1450.9;8.08;1699.75;4472.36;26.0;114.6245575;48.69
05.02.2016;26.1;49.01;272.07;177.14;807.91;1459.09;8.37;1703.27;4416.69;23.38;114.6245575;47.57
04.02.2016;26.43;49.23;272.87;176.22;807.75;1461.73;8.53;1716.51;4399.36;21.84;114.6245575;47.5
03.02.2016;26.31;49.56;273.47;178.15;810.88;1474.06;8.55;1715.02;4366.48;21.65;114.6245575;47.51
02.02.2016;26.05;49.69;273.22;179.76;808.48;1506.56;8.45;1712.19;4357.73;21.98;114.6245575;47.19
01.02.2016;26.69;48.95;271.5;177.51;812.58;1482.13;8.75;1676.85;4323.86;19.98;114.6245575;49.07
29.01.2016;26.58;48.66;271.86;177.07;806.48;1481.22;8.7;1682.11;4307.0;20.2;119.0151825;46.98
28.01.2016;25.96;48.72;273.93;175.29;809.09;1495.57;8.3768;1682.93;4291.65;22.42;119.0151825;47.11
27.01.2016;25.78;48.65;275.07;174.79;806.6;1482.65;8.38;1666.61;4242.17;23.11;119.0151825;46.97
26.01.2016;25.86;48.21;269.66;172.72;792.43;1488.67;8.42;1636.94;4243.38;22.5;119.0151825;45.51
25.01.2016;25.39;48.23;270.27;170.63;787.94;1499.51;8.22;1632.04;4224.59;24.15;119.0151825;42.82
22.01.2016;25.65;47.96;270.86;170.52;783.39;1499.08;8.37;1625.36;4286.6;22.34;119.0151825;42.1
21.01.2016;25.01;47.26;269.84;168.68;779.9;1482.38;8.0;1607.81;4286.41;26.69;119.0151825;42.38
20.01.2016;25.12;47.39;271.85;168.81;789.84;1499.7;8.08;1606.58;4322.27;27.59;119.0151825;41.89
19.01.2016;25.29;47.2;269.24;168.46;784.68;1489.59;8.29;1595.94;4338.56;26.05;119.0151825;41.79
15.01.2016;25.16;48.33;270.62;171.04;790.94;1514.53;8.2899;1627.24;4277.1;27.02;119.0151825;43.19
14.01.2016;25.86;48.24;269.97;171.99;800.4;1518.28;8.6;1616.23;4220.66;23.95;119.0151825;43.41
13.01.2016;25.535;48.97;272.46;171.94;798.41;1525.84;8.62;1652.04;4208.63;25.22;119.0151825;41.37
12.01.2016;25.87;49.13;273.47;171.8;792.72;1533.96;8.9385;1660.68;4206.44;22.47;119.0151825;41.9
11.01.2016;25.85;47.7;271.02;170.96;775.04;1472.43;9.01;1629.63;4228.89;24.3;119.0151825;41.54
08.01.2016;25.7;47.51;267.43;168.05;763.8;1484.5;9.12;1631.5;4255.58;27.01;119.0151825;42.1
07.01.2016;25.85;47.31;265.66;167.97;765.63;1482.22;9.21;1623.43;4269.51;24.99;119.0151825;42.89
06.01.2016;26.3594;47.31;265.86;167.9;766.26;1482.3;9.56;1619.41;4277.22;20.59;119.0151825;44.29
05.01.2016;26.74;47.7;267.16;167.67;775.15;1489.79;9.71;1642.18;4278.45;19.34;119.0151825;44.12
04.01.2016;26.84;48.28;268.72;169.51;795.36;1497.49;9.75;1654.79;4165.24;20.7;119.0151825;43.91
31.12.2015;27.14;48.49;269.42;169.28;803.25;1494.02;9.84;1652.93;4156.28;18.21;99.34261322;42.53
30.12.2015;27.42;48.88;271.42;169.49;800.43;1508.79;9.87;1660.5;4185.35;17.29;99.34261322;45.66
29.12.2015;27.61;48.84;269.79;170.57;793.14;1515.94;9.88;1663.75;4185.01;16.08;99.34261322;45.68
28.12.2015;27.37;47.48;261.9;166.51;783.07;1469.31;9.91;1628.64;4119.96;16.91;99.34261322;42.64
24.12.2015;27.464;47.5;260.58;165.42;778.58;1459.65;9.965;1637.93;4131.3;15.74;99.34261322;43.46
23.12.2015;27.83;47.97;262.93;165.33;785.15;1464.78;9.94;1652.88;4138.63;15.57;99.34261322;48.49
22.12.2015;27.34;47.99;260.95;166.07;784.77;1455.97;9.75;1644.94;4176.17;16.6;99.34261322;48.12
21.12.2015;27.3;46.8;255.52;164.53;768.32;1430.94;9.88;1612.15;4157.09;18.7;99.34261322;50.16
18.12.2015;27.24;46.74;256.53;165.47;762.13;1436.51;9.89;1614.98;4133.74;20.7;99.34261322;50.38
17.12.2015;27.53;46.59;255.3;165.17;752.77;1436.68;9.93;1616.48;4110.62;18.94;99.34261322;50.77
16.12.2015;27.93;46.93;258.18;166.44;773.64;1465.74;10.03;1622.66;4074.62;17.86;99.34261322;51.1
15.12.2015;27.63;47.19;259.24;165.3;767.11;1470.07;9.6;1628.83;4024.59;20.95;99.34261322;48.34
14.12.2015;27.69;46.89;258.76;164.7;763.94;1477.99;9.38;1611.7;4029.1;22.73;99.34261322;48.54
11.12.2015;27.52;46.04;258.36;164.27;759.05;1455.57;9.12;1595.68;4055.68;24.39;99.34261322;48.81
10.12.2015;27.94;45.83;257.22;160.3;750.38;1457.65;9.33;1572.37;4032.77;19.34;99.34261322;48.49
09.12.2015;28.09;45.46;253.62;157.78;739.31;1429.66;9.48;1558.17;4074.42;19.61;99.34261322;47.93
08.12.2015;28.15;45.44;254.24;158.63;739.22;1424.99;9.48;1558.08;4114.17;17.6;99.34261322;48.13
07.12.2015;28.51;45.47;253.04;160.71;733.93;1410.14;9.575;1554.15;4065.75;15.84;99.34261322;47.04
04.12.2015;28.67;44.48;249.17;159.44;730.03;1386.52;9.7499;1532.65;4078.76;14.81;99.34261322;50.85
03.12.2015;28.41;44.96;249.53;159.83;721.65;1416.25;9.67;1559.57;4047.77;18.11;99.34261322;49.91
02.12.2015;28.46;45.83;250.74;160.96;728.28;1409.25;9.62;1573.09;4005.2;15.91;99.34261322;49.02
01.12.2015;28.83;45.12;252.88;158.68;719.45;1387.23;9.5699;1557.03;3992.29;14.67;99.34261322;48.77
30.11.2015;28.72;45.34;252.6;159.71;701.61;1402.59;9.42;1568.71;3935.3;16.13;92.10043335;51.81
27.11.2015;28.7;45.06;250.92;157.25;699.46;1395.16;9.44;1559.44;3897.88;15.12;92.10043335;51.02
25.11.2015;28.44;44.17;247.18;155.62;680.55;1365.59;9.4499;1539.74;3959.61;15.19;92.10043335;51.33
24.11.2015;28.4;44.07;246.44;154.34;652.56;1380.63;9.46;1538.97;3973.1;15.93;92.10043335;51.95
23.11.2015;28.51;43.23;240.64;153.09;647.35;1328.95;9.42;1492.43;3955.73;15.62;92.10043335;49.43
20.11.2015;28.73;43.22;239.74;152.96;631.45;1348.46;9.41;1495.39;4019.98;15.47;92.10043335;50.56
19.11.2015;28.56;44.52;245.0;153.85;651.94;1378.67;9.41;1512.3;4061.31;16.99;92.10043335;46.77
18.11.2015;28.51;44.74;242.58;155.33;671.38;1361.9;9.38;1515.44;4023.04;16.85;92.10043335;46.69
17.11.2015;28.085;44.24;244.59;154.77;679.08;1286.9;9.3;1538.65;4015.95;18.84;92.10043335;44.45
16.11.2015;28.17;45.81;253.62;154.39;709.29;1390.86;9.44;1566.75;4089.31;18.16;92.10043335;44.18
13.11.2015;27.73;46.51;260.87;155.38;732.09;1403.3;9.2786;1584.26;4055.26;20.08;92.10043335;40.67
12.11.2015;27.79;46.02;260.63;154.73;720.67;1403.88;9.385;1570.57;3977.83;18.37;92.10043335;40.47
11.11.2015;28.21;45.95;259.97;153.17;718.29;1404.01;9.52;1580.86;3970.99;16.06;92.10043335;40.53
10.11.2015;28.19;46.97;263.19;155.37;738.36;1444.22;9.56;1604.89;3947.2;15.29;92.10043335;40.51
09.11.2015;28.12;46.88;259.52;154.74;739.49;1457.5;9.77;1591.46;3909.1;16.52;92.10043335;42.28
06.11.2015;28.475;46.05;254.07;150.89;714.25;1383.6;9.94;1574.55;3930.49;14.33;92.10043335;40.35
05.11.2015;28.78;46.16;254.77;150.14;720.79;1395.91;9.9;1585.31;3816.91;15.05;92.10043335;36.82
04.11.2015;28.66;45.73;255.3;149.58;727.6;1385.51;9.92;1570.14;3830.19;15.51;92.10043335;36.01
03.11.2015;28.69;45.16;253.31;147.33;707.32;1384.95;9.99;1568.5;3897.92;14.54;92.10043335;36.41
02.11.2015;28.65;45.71;253.56;148.14;715.99;1379.35;9.95;1568.31;3855.37;14.15;92.10043335;36.05
30.10.2015;28.32;44.35;245.41;143.91;698.16;1332.96;9.8;1518.55;3872.21;15.07;102.8940125;36.8
29.10.2015;28.17;44.11;245.9;144.7;688.48;1361.8;9.9;1517.92;3939.86;14.61;102.8940125;37.83
28.10.2015;28.37;45.26;251.54;146.9;691.69;1422.63;9.88;1565.21;3953.38;14.33;102.8940125;37.72
27.10.2015;28.18;44.31;251.16;146.18;689.36;1345.74;9.81;1547.87;3953.86;15.43;102.8940125;37.07
26.10.2015;28.61;44.75;253.92;145.76;691.76;1345.41;10.03;1565.24;3939.75;15.29;102.8940125;37.36
23.10.2015;28.69;45.99;258.5;148.08;720.95;1424.5;10.11;1583.71;3962.01;14.46;102.8940125;36.64
22.10.2015;28.54;46.61;262.86;146.66;721.69;1455.09;10.11;1611.86;3973.53;14.45;102.8940125;34.51
21.10.2015;28.11;46.67;263.21;147.62;740.37;1466.38;10.02;1593.45;4039.16;16.7;102.8940125;37.5
20.10.2015;28.27;46.79;263.51;147.39;745.33;1440.89;10.13;1600.97;4082.75;15.75;102.8940125;42.26
19.10.2015;28.13;47.24;263.47;147.64;759.11;1472.43;10.02;1610.75;4086.21;14.98;102.8940125;41.53
16.10.2015;28.23;47.61;265.59;148.55;764.56;1490.09;10.19;1622.58;4160.07;15.05;102.8940125;45.23
15.10.2015;28.34;48.67;272.21;151.87;800.8;1518.46;10.27;1649.95;4200.63;16.05;102.8940125;46.23
14.10.2015;27.81;49.17;276.22;153.71;825.35;1534.4;10.06;1666.74;4217.17;18.03;102.8940125;44.32
13.10.2015;27.66;49.17;276.37;154.16;826.7;1539.09;9.908;1671.89;4197.05;17.67;102.8940125;40.82
12.10.2015;27.85;50.29;281.76;155.57;832.18;1563.87;10.0;1716.28;4198.86;16.17;102.8940125;36.27
09.10.2015;27.99;50.29;281.76;155.57;832.18;1559.96;10.14;1716.28;4200.22;17.08;102.8940125;35.18
08.10.2015;28.13;50.59;284.36;157.05;839.18;1563.61;10.08;1727.47;4184.03;17.42;102.8940125;33.9
07.10.2015;27.75;50.69;285.09;158.26;848.23;1565.49;9.98;1731.54;4113.76;18.4;102.8940125;33.15
06.10.2015;27.34;50.35;281.97;157.42;846.54;1550.7;9.79;1717.89;4105.53;19.4;102.8940125;32.11
05.10.2015;27.31;50.64;282.16;157.06;853.35;1559.71;9.7;1719.66;4117.68;19.54;102.8940125;31.21
02.10.2015;26.9;50.66;282.01;157.15;852.94;1559.71;9.49;1721.54;4166.23;20.94;102.8940125;30.92
01.10.2015;26.31;50.2;281.29;156.94;849.56;1554.11;9.17;1710.79;4192.25;22.55;102.8940125;30.15
30.09.2015;26.4;49.27;279.37;154.14;837.13;1544.74;9.06;1689.25;4164.74;24.5;138.7216797;30.34
29.09.2015;25.89;49.44;278.91;152.84;840.55;1548.73;8.86;1682.53;4160.94;26.83;138.7216797;29.62
28.09.2015;25.85;49.34;278.84;154.42;826.76;1542.46;8.8;1687.21;4170.37;27.63;138.7216797;29.23
25.09.2015;26.11;49.48;282.44;156.08;824.22;1547.83;9.03;1699.97;4216.06;23.62;138.7216797;28.59
24.09.2015;26.04;49.25;285.41;157.1;823.22;1538.41;9.02;1693.54;4241.46;23.47;138.7216797;28.48
23.09.2015;25.97;47.9;281.41;155.18;784.42;1491.05;9.06;1674.35;4237.7;22.13;138.7216797;27.99
22.09.2015;26.17;47.32;278.1;155.68;769.62;1471.25;9.1978;1665.74;4294.38;22.44;138.7216797;27.6
21.09.2015;26.5;47.52;281.38;154.97;759.48;1456.06;9.41;1690.15;4302.45;20.14;138.7216797;27.44
18.09.2015;26.49;47.93;286.5;157.02;778.4;1501.36;9.39;1705.53;4287.29;22.28;138.7216797;27.36
17.09.2015;27.06;47.92;287.23;157.76;785.26;1518.7;9.64;1713.39;4299.39;21.14;138.7216797;27.5
16.09.2015;27.09;47.54;288.72;158.22;784.54;1510.9;9.61;1709.78;4331.38;21.35;138.7216797;27.63
15.09.2015;26.66;48.32;291.77;160.28;795.06;1525.78;9.4543;1734.43;4323.04;22.54;138.7216797;26.89
14.09.2015;26.43;48.63;291.29;160.93;800.34;1524.47;9.38;1731.7;4330.85;24.25;138.7216797;26.66
11.09.2015;26.66;48.63;288.13;160.31;794.99;1518.8;9.46;1740.66;4311.19;23.2;138.7216797;26.7
10.09.2015;26.55;48.74;290.55;160.2;798.24;1503.41;9.48;1748.11;4281.91;24.37;138.7216797;26.59
09.09.2015;26.43;48.82;291.39;162.53;789.02;1498.89;9.38;1753.86;4269.62;26.23;138.7216797;26.62
08.09.2015;26.6;48.54;287.75;161.58;772.65;1495.78;9.42;1741.01;4308.74;24.9;138.7216797;26.69
04.09.2015;25.85;48.47;287.85;162.19;774.41;1480.92;9.07;1746.06;4335.63;27.8;138.7216797;26.33
03.09.2015;26.29;48.58;288.0;161.37;771.63;1452.18;9.2571;1755.96;4320.27;25.61;138.7216797;26.38
02.09.2015;26.2;48.01;285.79;161.11;771.58;1448.57;9.29;1740.07;4272.94;26.09;138.7216797;25.83
01.09.2015;25.82;47.87;283.81;161.72;769.64;1434.64;9.14;1734.05;4250.48;31.4;138.7216797;25.8
31.08.2015;26.64;48.0;285.39;162.18;761.96;1443.49;9.44;1743.74;4220.73;28.43;129.6953125;25.53
28.08.2015;26.86;48.32;287.84;161.82;762.22;1445.04;9.69;1754.65;4186.13;26.05;129.6953125;26.17
27.08.2015;26.74;48.32;287.88;161.39;756.54;1447.43;9.66;1757.35;4202.22;26.1;129.6953125;26.17
26.08.2015;26.2608;47.71;285.47;160.15;755.64;1436.95;9.28;1731.12;4262.57;30.32;129.6953125;25.6
25.08.2015;25.9;47.56;284.65;157.95;738.68;1441.81;9.03;1733.61;4244.75;36.02;129.6953125;25.79
24.08.2015;26.01;47.3;281.29;158.69;747.7;1425.37;9.0;1706.61;4238.74;40.74;129.6953125;25.96
21.08.2015;26.81;46.96;277.47;157.13;730.36;1402.48;9.42;1712.18;4287.0;28.03;129.6953125;26.92
20.08.2015;27.29;47.19;279.33;157.34;721.84;1420.5;9.69;1728.63;4337.22;19.14;129.6953125;26.88
19.08.2015;27.91;47.48;282.81;160.49;731.4;1419.64;10.13;1743.29;4327.73;15.25;129.6953125;26.87
18.08.2015;28.06;47.57;281.75;160.33;737.28;1410.06;10.24;1729.29;4309.12;13.79;129.6953125;27.39
17.08.2015;28.23;48.18;280.06;159.18;752.49;1420.32;10.3;1735.72;4306.06;13.02;129.6953125;25.93
14.08.2015;28.14;49.03;282.16;160.16;764.77;1430.38;10.28;1743.48;4273.67;12.83;129.6953125;25.51
13.08.2015;28.0;49.25;284.79;163.77;757.76;1428.96;10.28;1758.31;4249.64;13.49;129.6953125;25.72
12.08.2015;28.0402;49.26;282.98;163.0;762.41;1391.7;10.3;1761.35;4283.84;13.61;129.6953125;25.47
11.08.2015;28.24;49.46;287.69;162.3;768.17;1408.51;10.3;1761.3;4256.4;13.71;129.6953125;25.86
10.08.2015;28.49;49.65;292.33;160.48;762.73;1429.72;10.5;1763.33;4307.15;12.23;129.6953125;26.21
07.08.2015;28.177;49.17;292.39;160.06;755.43;1425.82;10.36;1771.66;4313.62;13.39;129.6953125;25.47
06.08.2015;28.3;48.76;288.04;159.61;768.77;1436.26;10.47;1759.41;4294.16;13.77;129.6953125;25.45
05.08.2015;28.25;49.41;291.83;161.02;761.99;1432.3;10.64;1776.71;4265.87;12.51;129.6953125;25.36
04.08.2015;28.2599;48.72;288.2;160.03;749.76;1418.87;10.39;1764.2;4258.91;13.0;129.6953125;24.15
03.08.2015;28.24;49.54;291.19;160.57;765.79;1428.55;10.48;1779.25;4239.81;12.56;129.6953125;26.16
31.07.2015;28.3417;49.68;290.34;161.21;770.98;1414.84;10.5;1777.37;4246.47;12.12;98.91843414;26.5
30.07.2015;28.19;49.3;287.77;160.84;762.87;1409.62;10.53;1759.62;4249.65;12.13;98.91843414;25.49
29.07.2015;28.17;49.27;291.23;158.24;759.95;1422.6;10.77;1758.67;4188.54;12.5;98.91843414;28.13
28.07.2015;28.012;49.4;290.41;159.62;769.48;1412.69;10.54;1751.2;4189.56;13.44;98.91843414;28.94
27.07.2015;27.71;49.43;289.57;159.91;762.48;1402.83;10.41;1754.61;4213.58;15.6;98.91843414;29.91
24.07.2015;27.94;49.7;286.73;159.47;768.76;1398.0;10.5999;1763.18;4222.04;13.74;98.91843414;29.78
23.07.2015;28.23;49.84;287.22;159.65;774.47;1410.47;10.6756;1753.89;4213.71;12.64;98.91843414;30.29
22.07.2015;28.24;49.35;282.57;156.31;764.72;1387.81;10.7301;1731.71;4166.58;12.12;98.91843414;29.87
21.07.2015;28.387;49.04;284.9;158.03;751.36;1395.81;10.9;1741.44;4123.7;12.22;98.91843414;29.75
20.07.2015;28.58;49.67;285.32;158.62;765.59;1394.16;10.87;1758.07;4109.36;12.25;98.91843414;31.38
17.07.2015;28.51;50.1;285.49;158.09;769.94;1424.13;10.85;1758.17;4027.79;11.95;98.91843414;31.29
16.07.2015;28.64;49.5;285.93;157.61;767.25;1392.23;10.99;1733.56;3967.6;12.11;98.91843414;31.74
15.07.2015;28.33;49.22;284.46;154.4;755.69;1385.53;10.76;1729.51;3972.84;13.23;98.91843414;32.02
14.07.2015;28.58;48.42;283.84;152.76;746.48;1355.12;11.069;1719.73;3901.27;13.37;98.91843414;31.86
13.07.2015;28.42;48.03;283.25;153.08;739.9;1332.27;11.05;1702.14;3914.63;13.9;98.91843414;31.95
10.07.2015;28.34;46.7;278.66;149.61;721.99;1294.8;10.92;1668.87;3954.5;16.83;98.91843414;32.26
09.07.2015;27.77;45.83;277.52;146.89;698.42;1281.24;10.59;1654.98;3917.28;19.97;98.91843414;32.71
08.07.2015;27.46;46.09;275.38;147.9;697.34;1266.22;10.07;1644.4;3922.37;19.66;98.91843414;33.17
07.07.2015;27.99;45.18;270.51;145.43;680.53;1229.21;10.51;1609.5;3940.36;16.09;98.91843414;33.1
06.07.2015;28.0;45.19;277.84;146.51;673.7;1209.76;10.635;1638.09;3997.08;17.01;98.91843414;32.34
02.07.2015;28.71;46.07;281.65;148.12;686.63;1233.99;11.09;1660.74;4022.11;16.79;98.91843414;31.08
01.07.2015;28.55;45.58;279.87;147.2;687.88;1205.06;11.1;1639.29;4060.06;16.09;98.91843414;31.03
30.06.2015;28.58;46.13;280.04;146.2;691.36;1238.45;11.12;1654.31;4076.3;18.23;108.9527969;31.34
29.06.2015;28.41;46.53;279.49;147.49;708.09;1239.79;10.99;1658.34;4011.91;18.85;108.9527969;31.15
26.06.2015;29.09;47.95;285.4;147.67;718.72;1280.47;11.3376;1698.97;3983.19;14.02;108.9527969;31.23
25.06.2015;29.03;48.43;286.18;147.95;724.04;1286.87;11.46;1713.96;3999.82;14.01;108.9527969;31.21
24.06.2015;29.29;49.05;288.72;149.75;730.6;1295.98;11.58;1731.97;3996.07;13.26;108.9527969;32.63
23.06.2015;29.33;48.87;287.48;150.55;732.35;1294.37;11.86;1728.45;4010.25;12.11;108.9527969;32.58
22.06.2015;29.25;48.0;285.02;148.56;726.72;1281.35;11.77;1701.52;3990.1;12.74;108.9527969;32.48
19.06.2015;28.83;47.87;284.69;147.3;718.29;1297.19;11.63;1697.79;3922.68;13.96;108.9527969;32.22
18.06.2015;28.8946;48.06;284.88;147.45;718.09;1297.84;11.78;1704.82;3900.64;13.19;108.9527969;30.33
17.06.2015;28.62;48.19;284.95;146.58;720.48;1295.88;11.66;1710.23;3961.23;14.5;108.9527969;30.08
16.06.2015;28.72;48.82;284.22;147.11;719.15;1298.82;11.6099;1730.59;3927.43;14.81;108.9527969;29.84
15.06.2015;28.73;48.51;281.73;147.43;721.22;1270.09;11.55;1691.38;3921.57;15.39;108.9527969;30.74
12.06.2015;29.13;47.48;277.85;144.81;708.36;1238.5;11.69;1679.57;4013.94;13.78;108.9527969;28.71
11.06.2015;29.25;47.32;277.36;144.55;708.61;1246.07;11.73;1671.12;4044.42;12.85;108.9527969;29.05
10.06.2015;29.22;48.36;281.92;147.28;719.45;1286.17;11.72;1704.05;4017.26;13.22;108.9527969;29.28
09.06.2015;28.82;48.17;279.65;145.62;714.72;1275.48;11.54;1689.9;3933.29;14.47;108.9527969;28.67
08.06.2015;28.88;48.14;277.17;144.66;707.89;1264.23;11.69;1694.6;3937.87;15.29;108.9527969;27.07
05.06.2015;28.97;49.18;284.15;149.56;722.64;1284.46;11.77;1736.81;3934.53;14.21;108.9527969;27.01
04.06.2015;29.25;51.6;283.29;151.08;723.78;1294.24;11.84;1747.84;4060.07;14.71;108.9527969;27.04
03.06.2015;29.57;51.29;281.36;149.81;716.88;1299.9;12.01;1731.13;4135.46;13.66;108.9527969;27.42
02.06.2015;29.44;50.24;277.34;145.91;696.19;1260.12;11.98;1706.17;4189.6;14.24;108.9527969;27.74
01.06.2015;29.37;50.51;277.77;143.19;692.53;1268.69;11.95;1714.3;4232.54;13.97;108.9527969;27.61
29.05.2015;29.4;49.77;275.73;145.72;689.86;1202.49;12.15;1696.81;4241.86;13.84;101.0189514;27.95
28.05.2015;29.59;51.82;287.29;151.17;699.04;1256.86;12.03;1756.65;4228.04;13.31;101.0189514;28.09
27.05.2015;29.74;53.19;292.84;153.25;723.33;1297.4;12.34;1795.2;4212.04;13.27;101.0189514;27.64
26.05.2015;29.42;54.07;296.42;156.13;741.19;1383.3;12.27;1811.33;4200.79;14.06;101.0189514;26.47
22.05.2015;29.85;54.69;298.85;157.7;751.43;1388.15;12.36;1835.21;4237.64;12.13;101.0189514;25.8
21.05.2015;30.06;54.98;298.25;158.49;761.83;1381.18;12.28;1840.93;4270.13;12.11;101.0189514;25.67
20.05.2015;30.05;54.75;296.34;158.19;753.59;1390.08;12.3741;1840.94;4228.01;12.88;101.0189514;25.64
19.05.2015;29.94;54.82;293.45;157.32;759.43;1379.44;12.7;1845.58;4259.0;12.85;101.0189514;25.79
18.05.2015;30.04;54.59;293.2;157.52;763.07;1355.57;12.86;1842.68;4257.47;12.73;101.0189514;25.64
15.05.2015;30.05;54.85;294.43;157.53;764.68;1383.63;12.87;1865.51;4246.89;12.38;101.0189514;25.23
14.05.2015;30.1;55.72;294.08;158.09;775.72;1404.37;12.81;1883.89;4253.75;12.74;101.0189514;25.1
13.05.2015;29.8;55.1;290.72;156.46;764.73;1385.58;12.76;1868.64;4272.58;13.76;101.0189514;25.47
12.05.2015;29.59;55.54;290.78;156.18;768.6;1401.49;12.61;1875.28;4235.87;13.86;101.0189514;25.26
11.05.2015;29.54;56.31;290.57;156.13;783.03;1407.86;12.64;1878.5;4236.07;13.85;101.0189514;24.91
08.05.2015;29.63;55.89;289.74;154.72;773.6;1392.02;12.79;1876.74;4201.84;12.86;101.0189514;26.48
07.05.2015;29.0;55.99;288.32;156.0;780.07;1390.77;12.56;1877.37;4174.23;15.13;101.0189514;26.49
06.05.2015;29.02;56.14;289.19;156.45;786.82;1353.36;12.4505;1879.75;4218.56;15.15;101.0189514;26.43
05.05.2015;28.91;55.9;285.77;155.69;793.88;1341.13;12.55;1858.97;4257.29;14.31;101.0189514;26.51
04.05.2015;29.37;56.17;284.92;156.26;795.41;1407.62;12.6553;1861.95;4242.2;12.85;101.0189514;26.88
01.05.2015;29.2;55.6;282.44;154.84;786.98;1387.63;12.6;1848.58;4270.5;12.7;101.0189514;26.43
30.04.2015;29.21;55.7;282.09;153.89;778.53;1390.98;12.49;1846.85;4296.79;14.55;109.6437912;26.25
29.04.2015;29.42;56.17;284.65;155.86;784.77;1423.74;12.62;1861.03;4290.3;13.39;109.6437912;26.01
28.04.2015;29.59;56.62;286.94;156.76;791.4;1428.29;13.02;1877.14;4304.79;12.41;109.6437912;26.04
27.04.2015;29.72;56.83;288.79;157.49;791.38;1422.47;12.77;1872.35;4259.08;13.12;109.6437912;26.63
24.04.2015;29.715;57.16;288.06;158.0;799.12;1401.81;12.79;1894.42;4288.33;12.29;109.6437912;26.57
23.04.2015;29.6;57.52;290.17;160.44;798.62;1406.47;12.87;1893.38;4274.03;12.48;109.6437912;27.29
22.04.2015;29.31;57.42;288.41;160.38;790.86;1393.25;12.73;1889.53;4250.73;12.71;109.6437912;27.09
21.04.2015;29.34;57.69;289.22;161.28;792.4;1401.74;12.55;1893.99;4177.15;13.25;109.6437912;27.22
20.04.2015;29.34;57.23;287.05;159.63;799.81;1382.87;12.47;1878.51;4137.86;13.3;109.6437912;27.53
17.04.2015;29.22;57.33;287.81;161.57;807.75;1384.01;12.61;1877.93;4157.24;13.89;109.6437912;26.62
16.04.2015;29.47;57.1;287.73;160.35;807.34;1388.71;12.8199;1862.96;4214.85;12.6;109.6437912;26.26
